1030,0,45863,1121
1031,0,45863,1121
1032,0,45863,1121
1033,0,45863,1121
1034,0,45863,1121
1036,0,45863,1121
1041,0,45863,1121
1043,0,45863,1121
1046,26,45863,1121
1049,0,45863,1121
1052,0,45863,1121
1061,0,45863,1121
1072,0,45863,1121
1074,0,45863,1121
1075,0,45863,1121
1076,11,45863,1121
1077,11,45863,1121
1080,0,45863,1121
1081,0,45863,1121
1082,0,45863,1121
1083,0,45863,1121
1084,0,45863,1121
1085,0,45863,1121
1086,0,45863,1121
1087,0,45863,1121
1088,0,45863,1121
1090,0,45863,1121
1091,0,45863,1121
1095,0,45863,1121
1099,0,45863,1121
1100,18,45863,1121
1101,0,45863,1121
1105,0,45863,1121
1108,0,45863,1121
1109,0,45863,1121
1113,0,45863,1121
1114,0,45863,1121
1115,0,45863,1121
1116,11,45863,1121
1117,13,45864,7453
1119,0,45864,7453
1121,8,45865,703
1122,2,45865,703
1125,0,45865,703
1127,0,45865,703
1128,0,45865,703
1130,0,45865,703
1131,23,45866,7469
1132,0,45866,7469
1133,0,45866,7469
1136,0,45866,7469
1138,0,45866,7469
1139,0,45866,7469
1141,0,45866,7469
1144,0,45866,7469
1146,0,45866,7469
1149,0,45866,7469
1151,0,45866,7469
1154,6,45796,3394
1155,17,45867,20327
1156,11,45867,20327
1157,21,45867,20327
1158,21,45868,19643
1159,17,45869,1716
1161,21,45870,679
1162,1,45871,1166
1163,1,45872,1170
1164,0,45872,1170
1165,0,45872,1170
1166,14,45872,1170
1167,14,45872,1170
1168,14,45873,30993
1169,14,45874,2456
1170,5,45874,2456
1171,20,85357,67341
1172,23,45876,6520
1173,8,45877,4487
1174,8,45877,4487
1175,0,45877,4487
1176,0,45877,4487
1177,0,45877,4487
1178,0,45877,4487
1179,0,45877,4487
1180,0,45877,4487
1182,9,45878,3311
1183,9,45879,6224
1184,12,45879,6224
1186,12,45879,6224
1187,0,45879,6224
1189,11,45879,6224
1190,16,45880,15120
1193,14,45880,15120
1194,17,45881,22093
1195,17,45882,7495
1196,17,45883,22114
1197,17,45884,5226
1198,17,45885,20112
1199,0,45885,20112
1201,14,45887,1705
1203,14,45889,2594
1204,14,45890,1644
1205,0,45890,1644
1206,0,45890,1644
1207,13,45891,5199
1208,0,45891,5199
1210,0,45891,5199
1211,5,45892,9536
1212,0,45892,9536
1213,9,45893,1028
1214,13,45894,19625
1215,6,45895,10988
1216,9,45896,6193
1217,0,45896,6193
1218,17,45897,5527
1219,13,45898,20122
1220,17,45899,3367
1221,0,45899,3367
1222,0,45899,3367
1224,0,45899,3367
1228,0,45899,3367
1229,0,45899,3367
1232,0,45899,3367
1238,0,45899,3367
1239,0,45899,3367
1243,0,45899,3367
1244,0,45899,3367
1246,0,45899,3367
1251,0,45899,3367
1253,0,45899,3367
1254,28,45899,3367
1255,0,45899,3367
1256,0,45899,3367
1257,0,45899,3367
1258,12,45899,3367
1259,21,45901,30392
1260,0,45901,30392
1261,0,45901,30392
1262,0,45901,30392
1263,17,45902,22215
1264,17,45903,5530
1265,13,45904,20156
1266,17,45904,20156
1267,0,45904,20156
1268,0,45904,20156
1269,0,45904,20156
1270,16,48508,27752
1272,3,48508,27752
1273,5,45906,12723
1274,0,45906,12723
1275,5,45805,1019
1276,14,45907,2210
1279,1,45907,2210
1280,1,45908,15298
1281,18,45908,15298
1282,1,45909,15282
1284,0,45909,15282
1287,13,45910,6447
1288,0,45910,6447
1292,13,45911,2767
1293,0,45911,2767
1294,0,45911,2767
1296,13,45912,4770
1297,20,45913,19035
1298,9,45913,19035
1299,6,45914,15767
1300,17,45915,20391
1302,10,45916,1796
1303,10,45808,510
1304,10,45917,5444
1306,9,45918,11387
1307,0,45918,11387
1309,0,45918,11387
1310,7,45919,15673
1311,17,45919,15673
1312,21,45919,15673
1313,13,45919,15673
1314,10,45920,17057
1315,2,45920,17057
1317,17,45921,20377
1318,17,45922,19290
1319,11,45922,19290
1321,0,45922,19290
1322,0,45922,19290
1323,0,45922,19290
1324,21,45922,19290
1325,0,45922,19290
1326,0,45922,19290
1328,0,45922,19290
1332,0,45922,19290
1334,0,45922,19290
1339,0,45922,19290
1341,0,45922,19290
1349,0,45922,19290
1350,12,45922,19290
1351,9,45923,12741
1352,0,45923,12741
1354,16,45923,12741
1355,16,45924,23014
1357,0,45924,23014
1358,0,45924,23014
1359,10,45925,4583
1360,10,45926,3085
1361,0,45926,3085
1362,0,45926,3085
1363,1,45926,3085
1364,5,45927,4589
1366,7,45928,8409
1367,8,45929,4463
1368,10,45930,9374
1369,6,45931,5728
1370,9,45932,5578
1371,3,45932,5578
1372,16,45924,23014
1374,8,45933,12850
1376,16,46844,23101
1377,10,45935,11051
1378,7,45936,9187
1379,3,45936,9187
1380,20,45937,12426
1381,0,45937,12426
1382,21,45938,5197
1383,21,45939,453
1384,21,45940,1546
1385,17,45940,1546
1386,17,45941,19247
1387,17,45942,20087
1388,17,45943,18437
1389,21,45944,1595
1391,17,45945,5542
1392,9,45945,5542
1394,13,45946,1115
1395,7,45710,1882
1397,7,45947,2201
1399,0,45947,2201
1400,0,45947,2201
1401,0,45947,2201
1402,0,45947,2201
1403,12,45947,2201
1404,12,45947,2201
1405,17,45948,5540
1406,17,45949,5638
1408,0,45949,5638
1411,17,45950,20442
1412,17,45951,20074
1413,13,45952,1547
1414,17,45953,19525
1415,21,45954,19613
1416,21,45939,453
1417,17,45955,8501
1418,6,45956,4473
1419,8,45957,4472
1420,9,45958,4471
1421,16,49383,28613
1422,10,45960,4470
1423,7,45961,4469
1424,3,45961,4469
1425,5,45962,5558
1427,8,45963,6019
1429,16,47755,23109
1430,10,45964,9791
1431,7,45965,8265
1432,3,45965,8265
1433,5,45966,5861
1434,0,45966,5861
1435,3,45966,5861
1436,7,45967,16733
1438,14,45968,25943
1440,13,45969,8570
1443,2,45969,8570
1444,12,45969,8570
1445,3,45970,8019
1446,8,85358,6841
1447,11,85358,6841
1448,10,85359,6842
1449,11,85359,6842
1450,0,85359,6842
1453,0,85359,6842
1454,13,45973,8457
1455,17,45974,22214
1457,13,45975,19683
1458,17,45976,3272
1459,13,45977,19136
1460,17,45978,20109
1461,17,45979,19375
1462,11,45979,19375
1464,0,45979,19375
1465,13,45980,6475
1467,0,45980,6475
1468,0,45980,6475
1469,13,45981,20154
1472,12,45981,20154
1473,17,45982,20402
1475,0,45982,20402
1476,0,45982,20402
1477,0,45982,20402
1478,0,45982,20402
1479,10,45983,16710
1480,13,45984,9381
1481,13,45985,25595
1482,13,45986,20089
1483,13,45987,9117
1484,17,45988,9122
1485,17,45989,7464
1486,5,45990,8267
1487,0,45990,8267
1488,5,45991,3082
1489,5,45992,4597
1490,12,45992,4597
1491,11,45992,4597
1493,13,45993,5165
1495,8,45994,16553
1497,16,50918,30832
1498,10,45996,2193
1499,7,45997,14309
1500,0,45997,14309
1501,5,45998,14013
1502,6,45999,16947
1503,8,46000,14846
1504,9,46001,17024
1505,16,46002,23008
1506,10,46003,17077
1507,7,46004,16658
1508,3,46004,16658
1509,5,46005,14978
1510,21,46006,19775
1511,21,46007,20173
1512,17,46008,19226
1513,17,46009,20092
1514,17,46010,19533
1515,17,46011,20421
1516,21,46012,8486
1519,0,46012,8486
1520,0,46012,8486
1521,17,46013,19306
1522,17,46014,22239
1523,17,46015,5534
1527,0,46015,5534
1529,0,46015,5534
1532,0,46015,5534
1533,0,46015,5534
1534,0,46015,5534
1535,5,46015,5534
1537,18,46015,5534
1539,17,46016,20395
1544,12,46016,20395
1545,3,46016,20395
1547,14,46017,21551
1554,0,46017,21551
1557,14,46018,18456
1559,0,46018,18456
1560,8,46019,16856
1561,20,85360,12671
1566,17,46021,20078
1571,0,46021,20078
1589,0,46021,20078
1591,0,46021,20078
1596,0,46021,20078
1597,0,46021,20078
1598,0,46021,20078
1602,13,46022,2807
1603,0,46022,2807
1604,17,46023,673100
1607,17,46024,20272
1608,13,46025,19743
1612,0,46025,19743
1613,17,46026,28470
1619,0,46026,28470
1622,12,46026,28470
1623,18,46026,28470
1624,1,46027,15305
1625,17,46028,26586
1630,0,46028,26586
1638,0,46028,26586
1639,17,46029,3889
1640,17,46030,3797
1645,0,46030,3797
1648,0,46030,3797
1649,0,46030,3797
1651,0,46030,3797
1652,18,46030,3797
1654,0,46030,3797
1655,0,46030,3797
1657,0,46030,3797
1659,10,46031,1795
1663,0,46031,1795
1664,17,46032,18289
1677,5,85361,8678
1678,8,46034,11269
1679,17,46035,2382
1680,17,46036,19304
1684,1,46036,19304
1685,18,46036,19304
1686,0,46036,19304
1687,0,46036,19304
1688,0,46036,19304
1689,0,46036,19304
1690,0,46036,19304
1691,0,46036,19304
1693,0,46036,19304
1696,0,46036,19304
1698,0,46036,19304
1699,0,46036,19304
1700,2,46036,19304
1702,0,46036,19304
1703,0,46036,19304
1704,0,46036,19304
1705,0,46036,19304
1706,0,46036,19304
1707,0,46036,19304
1708,0,46036,19304
1710,0,46036,19304
1712,0,46036,19304
1713,12,46036,19304
1714,2,46036,19304
1715,5,85361,8678
1716,20,46037,16667
1717,5,45991,3082
1718,7,46038,3826
1719,21,46038,3826
1720,17,46039,21460
1721,13,46040,8581
1722,17,46041,15467
1724,18,46041,15467
1725,18,46041,15467
1726,17,46042,5289
1727,13,46043,5166
1728,13,46044,19997
1729,18,46044,19997
1730,6,46045,3254
1731,8,46046,233
1732,9,46047,2219
1733,16,85362,70705
1734,10,46049,976
1735,7,46050,687
1736,3,46050,687
1737,5,46051,977
1738,6,46045,3254
1739,8,46046,233
1740,9,46047,2219
1741,16,46937,15121
1742,10,46049,976
1743,7,46050,687
1744,3,46053,6914
1745,5,46051,977
1746,6,46045,3254
1747,8,46046,233
1748,9,46047,2219
1749,16,46054,15074
1750,10,46049,976
1751,7,46050,687
1752,3,46053,6914
1753,5,46051,977
1754,6,46045,3254
1755,8,46046,233
1756,9,46047,2219
1757,16,46055,15181
1758,10,46049,976
1759,7,46050,687
1760,3,46053,6914
1761,5,46051,977
1764,8,46056,7578
1766,16,47755,23109
1767,10,46058,2213
1768,7,46059,1818
1769,3,46060,16786
1770,5,46061,1817
1772,8,46062,3757
1774,16,47797,23138
1775,10,46064,2300
1776,7,46065,2299
1777,3,46066,9999
1778,5,46067,5783
1780,8,46068,15450
1782,16,47649,27549
1783,10,46070,3052
1784,7,46071,2629
1785,3,46072,5094
1786,5,46073,5729
1787,6,46074,2849
1788,8,85363,16990
1789,9,46076,2561
1790,16,46077,23032
1791,10,46078,972
1792,7,46079,704
1793,3,45836,1058
1794,5,46080,14197
1795,6,85364,4859
1796,8,46082,3715
1797,9,46083,17015
1798,16,49383,28613
1799,10,46084,17066
1800,7,46085,5605
1801,3,46086,12916
1802,5,85365,16895
1803,6,46088,4590
1804,8,46089,945
1805,9,46090,2118
1806,16,46894,23040
1807,10,46092,3992
1808,7,46093,683
1809,3,46094,14205
1810,5,46095,13181
1811,17,46096,20037
1812,17,46097,19245
1813,17,46098,20413
1814,17,46099,19534
1815,21,45704,5194
1816,21,45939,453
1817,21,46100,1556
1818,17,46101,20183
1819,21,45773,1682
1820,17,46102,19535
1821,21,46103,1766
1822,17,46104,20385
1823,21,46105,6794
1824,17,46106,19292
1825,21,46107,19784
1826,17,46108,8587
1827,21,45911,2767
1828,17,46109,19369
1829,21,46110,15591
1830,17,46111,4129
1831,17,46112,20361
1832,7,46113,16844
1835,6,46114,7746
1836,9,46115,10016
1839,6,46116,3247
1840,9,46117,2178
1843,6,46118,3253
1844,9,46119,3704
1845,6,46045,3254
1846,9,46120,13617
1849,6,46121,14853
1850,9,46122,11582
1851,0,46122,11582
1852,9,46123,2980
1853,6,45796,3394
1854,12,45796,3394
1875,0,45796,3394
1877,0,45796,3394
1893,17,45773,1682
1894,0,45773,1682
1895,13,45940,1546
1897,13,46125,7485
1901,13,45944,1595
1904,13,45939,453
1906,13,45876,6520
1907,17,46129,1201
1910,13,45773,1682
1911,13,46131,7494
1912,12,46131,7494
1913,21,46132,1839
1914,12,46132,1839
1915,0,46132,1839
1917,13,46133,2698
1918,0,46133,2698
1922,0,46133,2698
1923,0,46133,2698
1924,0,46133,2698
1925,13,46134,2781
1926,13,46135,5218
1927,13,46136,19276
1928,17,46137,20415
1929,7,46138,8420
1930,16,46139,23067
1931,0,46139,23067
1933,17,46140,20418
1934,7,46141,4312
1935,13,46142,20471
1936,13,46143,20399
1937,13,46144,5040
1938,13,46145,8565
1939,0,46145,8565
1940,0,46145,8565
1941,0,46145,8565
1942,0,46145,8565
1943,7,45806,697
1944,10,46146,14843
1945,10,46147,4255
1946,0,46147,4255
1948,17,46147,4255
1950,0,46147,4255
1955,8,46149,3334
1957,14,46150,1684
1958,13,46151,1515
1959,17,45773,1682
1960,3,45773,1682
1962,0,46152,1685
1963,0,46152,1685
1965,10,46153,3846
1969,6,46153,3846
1970,0,46153,3846
1971,0,46153,3846
1972,0,46153,3846
1973,0,46153,3846
1974,9,46154,16901
1975,17,46155,20179
1976,17,46156,8590
1977,18,46156,8590
1978,10,46157,12813
1979,14,46158,3127
1980,11,46158,3127
1981,5,46159,2982
1982,17,46160,20191
1983,17,46161,1627
1984,14,45887,1705
1986,17,46163,20638
1987,0,46163,20638
1988,10,46164,15497
1990,17,46165,5533
1991,17,45882,7495
1992,23,46166,21609
1993,11,46166,21609
1994,13,46167,19127
1995,0,46167,19127
1996,11,46167,19127
1997,20,46168,16670
1998,17,46169,20356
1999,5,46169,20356
2000,17,46170,20251
2002,18,46170,20251
2004,0,46170,20251
2011,13,46171,20120
2012,12,46171,20120
2013,17,46172,20373
2014,17,46173,5176
2015,17,46174,19255
2016,5,45842,1727
2017,9,46175,1965
2018,13,46176,20088
2020,13,45834,6456
2021,14,46177,18650
2023,17,46178,1733
2024,17,46179,22096
2025,17,46180,22115
2026,17,46181,8593
2027,13,46110,15591
2028,13,46182,22119
2029,13,46183,19281
2030,17,46184,22145
2032,9,46185,11905
2033,8,46186,8354
2034,20,85366,12699
2035,13,46188,5161
2036,10,46189,17054
2037,8,46190,11447
2038,1,46190,11447
2039,11,46190,11447
2040,14,46191,18399
2041,5,46192,1330
2042,17,46193,20379
2043,11,46193,20379
2044,13,46194,19220
2045,1,46194,19220
2046,13,45857,859
2047,13,46195,1386
2048,13,46196,1758
2050,0,46196,1758
2054,21,46199,8478
2055,21,46126,1596
2056,21,46196,1758
2057,21,46200,20175
2058,17,46201,19532
2059,16,46202,22991
2060,0,46202,22991
2064,21,46203,19650
2065,21,46204,20212
2066,21,46205,19203
2067,17,46206,20431
2069,5,46207,16868
2070,0,46207,16868
2071,0,46207,16868
2072,17,46208,20363
2073,21,46209,19134
2074,13,46210,20168
2075,21,46135,5218
2077,17,46211,28578
2078,13,46212,20157
2079,13,46213,19637
2080,13,46214,19400
2081,23,45876,6520
2084,17,46215,20152
2085,0,46215,20152
2087,5,46216,2250
2088,13,46217,6455
2089,13,46218,20407
2091,0,46218,20407
2092,13,46219,2704
2098,26,46220,28718
2099,26,46221,28636
2100,26,46222,8095
2101,18,55474,21328
2102,18,55474,21328
2103,24,55474,21328
2104,24,55474,21328
2105,4,46224,10005
2107,8,46224,10005
2108,5,46225,1967
2109,5,46051,977
2110,20,85367,12674
2112,5,46227,13929
2114,20,85368,16654
2115,18,85368,16654
2117,8,46229,16045
2119,10,46230,11981
2120,7,46231,8969
2121,5,46232,16575
2122,6,46233,4102
2124,9,46235,11414
2126,7,46237,7834
2127,5,46238,8417
2128,17,46238,8417
2130,13,45946,1115
2131,13,46240,22075
2132,17,46241,20438
2134,13,46242,19204
2136,0,46242,19204
2137,13,46243,2705
2138,13,46244,2717
2139,13,46245,22135
2140,13,46246,2706
2141,5,46247,989
2142,6,46248,4592
2143,8,46249,2355
2144,9,85369,3602
2145,10,46251,2358
2146,7,46252,691
2148,6,46254,2985
2149,8,46255,2986
2150,9,46256,2987
2151,10,46257,2988
2152,7,46258,2989
2153,5,85361,8678
2154,0,85361,8678
2156,8,46259,5459
2158,10,46260,2609
2159,7,46261,2610
2160,5,46262,2645
2163,13,46263,20291
2164,13,46264,20312
2165,16,45924,23014
2168,8,46267,11470
2170,14,46268,2707
2172,6,46269,6055
2173,6,45956,4473
2175,17,46270,8534
2178,13,46273,1928
2180,13,46275,1930
2181,17,46276,3092
2182,13,46277,1022
2184,13,46219,2704
2186,6,46116,3247
2187,0,46116,3247
2189,21,46279,1938
2191,0,46279,1938
2194,13,46280,3940
2195,13,46281,2738
2196,13,46282,7462
2197,13,46283,7443
2198,13,46284,4843
2199,13,46285,6535
2200,13,46286,6532
2203,17,46289,3375
2204,17,46290,20038
2205,17,46291,20153
2206,13,46291,20153
2207,13,46292,22137
2208,13,46293,22142
2209,13,46294,22139
2210,14,46295,2552
2211,14,46296,18656
2212,14,46297,2553
2213,14,46197,1755
2214,14,46298,17884
2215,14,46299,18670
2216,14,46300,18486
2217,14,46301,18665
2218,13,46302,20451
2219,14,46303,18485
2220,14,46304,18729
2221,14,46305,18484
2222,14,46162,1706
2225,13,46306,20470
2226,17,46307,20372
2227,17,46308,22219
2230,10,85371,6901
2231,20,46310,16671
2232,8,46311,4272
2233,7,46312,8152
2234,5,46313,4270
2235,13,46314,20598
2236,13,46315,20345
2237,7,46316,2628
2238,7,46317,8953
2240,16,85372,70704
2241,16,46319,15042
2243,13,46320,19729
2244,13,46321,3447
2245,1,46322,15506
2246,11,46322,15506
2249,14,46152,1685
2250,0,46152,1685
2251,0,46152,1685
2252,0,46152,1685
2254,17,46324,8687
2255,10,46324,8687
2256,13,46325,5221
2257,17,46326,4995
2258,21,45870,679
2259,21,46327,19623
2260,21,46328,8470
2262,11,46328,8470
2263,13,46329,5170
2264,3,46330,8807
2265,13,46331,8472
2266,13,46332,20341
2267,13,45810,5208
2268,21,46333,20213
2271,17,46334,20346
2273,5,46335,16114
2274,10,45760,2951
2275,1,45760,2951
2276,8,46336,13318
2277,7,46337,3173
2278,3,46338,3169
2280,17,46339,20370
2281,13,46331,8472
2282,21,46340,20211
2283,6,46341,10616
2284,16,85373,70662
2287,0,85373,70662
2288,0,85373,70662
2289,0,85373,70662
2290,0,85373,70662
2291,17,46342,19305
2292,20,85374,19037
2296,0,85374,19037
2299,17,46344,19389
2300,5,46345,9502
2302,8,45801,3713
2303,7,45803,5441
2304,0,45803,5441
2305,16,45803,5441
2306,8,45803,5441
2307,8,85375,17163
2309,8,46349,5853
2310,16,47397,22998
2312,10,46352,5406
2313,0,46352,5406
2314,5,46353,5655
2315,8,46354,4956
2316,16,85372,70704
2317,5,46355,9521
2318,0,46355,9521
2319,0,46355,9521
2320,0,46355,9521
2321,0,46355,9521
2322,0,46355,9521
2324,0,46355,9521
2325,0,46355,9521
2326,9,46356,11760
2327,9,85376,17172
2361,17,46358,2776
2364,5,46360,9171
2366,7,46361,14159
2367,8,46362,7949
2369,10,46363,13503
2370,5,46364,16871
2371,6,46365,16187
2373,8,46367,16387
2378,0,46370,18672
2380,6,46045,3254
2381,7,46050,687
2382,0,46050,687
2383,8,46046,233
2384,9,46047,2219
2385,10,46049,976
2390,9,46373,2230
2392,5,46374,1511
2393,6,46045,3254
2394,7,46050,687
2395,8,46046,233
2396,9,46047,2219
2397,10,85378,6955
2402,9,46373,2230
2404,0,85359,6842
2406,0,85359,6842
2411,0,45876,6520
2412,0,45876,6520
2413,0,45876,6520
2417,5,46376,2968
2418,7,46377,2969
2419,6,46378,2970
2420,8,46379,4028
2421,9,85379,6821
2422,10,46381,3979
2423,5,85380,8642
2424,6,85381,6853
2425,7,46384,2976
2426,8,46385,2977
2427,9,85382,6855
2428,10,85383,6856
2429,5,46388,2663
2431,7,46389,1863
2432,8,46390,1861
2434,10,46391,3212
2435,5,46392,16769
2437,7,46393,7592
2438,8,46394,8418
2440,10,46395,10376
2441,14,46395,10376
2442,14,46395,10376
2443,14,46395,10376
2444,14,46395,10376
2445,14,46396,18749
2446,14,46397,18733
2447,0,46397,18733
2448,14,46398,18732
2449,0,46398,18732
2450,0,46398,18732
2451,14,46399,18772
2452,0,46399,18772
2453,0,46399,18772
2454,0,46399,18772
2455,0,46399,18772
2456,0,46399,18772
2457,0,46399,18772
2458,0,46399,18772
2459,0,46399,18772
2460,0,46399,18772
2461,0,46399,18772
2462,0,46399,18772
2463,5,46400,70729
2464,6,46401,8396
2465,7,46402,8416
2467,8,46403,8369
2468,9,46404,10464
2469,10,46405,11554
2470,5,46406,8331
2471,6,46407,7748
2472,7,46408,5680
2473,8,46409,14295
2474,9,46410,13015
2475,10,46411,1657
2476,0,46411,1657
2477,0,46411,1657
2478,12,46411,1657
2479,17,46412,8512
2480,17,46413,19601
2481,21,46413,19601
2482,13,46413,19601
2483,17,46413,19601
2484,13,46413,19601
2485,21,46413,19601
2486,17,46413,19601
2487,17,46413,19601
2488,13,45702,1542
2489,17,46161,1627
2490,13,45939,453
2491,17,46414,22112
2492,13,46415,12992
2493,17,46416,22121
2494,13,46417,22136
2496,21,46418,1768
2497,17,46418,1768
2498,13,46418,1768
2499,17,46418,1768
2500,21,46418,1768
2501,17,46418,1768
2502,13,46418,1768
2503,17,46418,1768
2504,15,46419,8104
2505,15,46420,20723
2506,15,46421,20722
2507,15,46422,20714
2508,26,46423,2409
2509,26,46424,1136
2510,26,46423,2409
2511,26,46425,20728
2512,24,46426,2414
2513,24,46426,2414
2514,24,46426,2414
2515,24,46426,2414
2516,24,46427,2418
2517,24,46427,2418
2518,24,46427,2418
2519,24,46427,2418
2520,21,46428,12284
2521,17,46429,22084
2522,21,46430,7590
2523,17,46431,22216
2524,21,46432,6795
2525,17,46433,22133
2526,13,46434,22141
2527,17,46435,22150
2528,21,46253,4788
2529,17,46436,22098
2530,21,46437,22105
2531,17,46438,22111
2532,21,46439,22120
2533,17,46440,22134
2534,13,46441,22140
2535,17,46442,20389
2536,0,46442,20389
2545,7,46443,2922
2546,6,46444,3121
2547,10,46049,976
2548,0,46049,976
2549,17,46445,15430
2550,15,46419,8104
2551,26,46446,10671
2552,26,46424,1136
2553,0,46424,1136
2554,0,46424,1136
2556,0,46424,1136
2557,17,46447,2466
2562,23,46450,6488
